spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id
trees,aesthetic enjoyment,relaxation,positive,201312_114.2902803_22.780098900000002.png
traffic,stress or anxiety,hesitation to explore,negative,201312_114.2902803_22.780098900000002.png
property,sense of limitation,avoidance of certain areas,negative,201312_114.2902803_22.780098900000002.png
roadway,feeling of open space,potential for exploration,positive,201312_114.29582448022549_22.718211389759997.png
sightlines,sense of distance,encouragement to explore,positive,201312_114.29582448022549_22.718211389759997.png
obstructions,lack of confinement,freedom to move,positive,201312_114.29582448022549_22.718211389759997.png
road,limited exploration,avoidance of areas,negative,201312_114.2977424_22.721650899999993.png
buildings,sense of scale,navigation through space,neutral,201312_114.2977424_22.721650899999993.png
traffic,perceived boundaries,caution in movement,negative,201312_114.2977424_22.721650899999993.png
construction,disruption of flow,detour from path,negative,201312_114.2977424_22.721650899999993.png
road,sense of space,movement and exploration,positive,201312_114.293584_22.7855359.png
sidewalks,reasonable sense of scope,movement,positive,201312_114.293584_22.7855359.png
paths,visible expanse,exploration,positive,201312_114.293584_22.7855359.png
road,feeling of openness,exploration,positive,201312_114.2989917246515_22.691329368652724.png
landscape,sense of space,movement,positive,201312_114.2989917246515_22.691329368652724.png
street,sense of openness,potential for exploration,positive,201312_114.297774_22.668009000000005.png
pathways,sense of movement,allow for discovery,positive,201312_114.297774_22.668009000000005.png
side areas,sense of exploration,encouragement to explore,positive,201312_114.297774_22.668009000000005.png
roads,sense of connectivity,facilitate movement,positive,201312_114.297774_22.668009000000005.png
sidewalks,sense of safety,promote walking,positive,201312_114.297774_22.668009000000005.png
buildings,limited exploration,avoidance of movement,negative,201312_114.3024738_22.713602799999997.png
vehicles,constrained environment,hesitation to explore,negative,201312_114.3024738_22.713602799999997.png
power lines,sense of confinement,reduced curiosity,negative,201312_114.3024738_22.713602799999997.png
road,path for movement,navigation,neutral,201312_114.3024738_22.713602799999997.png
road,sense of openness,exploration,positive,201312_114.30084265157338_22.721674421737674.png
guardrails,defined boundaries,limited movement,negative,201312_114.30084265157338_22.721674421737674.png
traffic,constrained possibilities,restricted exploration,negative,201312_114.30084265157338_22.721674421737674.png
horizon,visual expansiveness,desire to explore,positive,201312_114.30084265157338_22.721674421737674.png
bridge,urban confinement,hesitation to venture,negative,201312_114.30084265157338_22.721674421737674.png
street,sense of distance,exploration,positive,201312_114.3068844999097_22.781795199656468.png
buildings,limited possibilities,restricted movement,negative,201312_114.3068844999097_22.781795199656468.png
sidewalks,sense of structure,navigating space,neutral,201312_114.3068844999097_22.781795199656468.png
road,sense of movement,exploration,positive,201312_114.30610550000002_22.6990579.png
fences,limited exploration,hesitation to explore,negative,201312_114.30610550000002_22.6990579.png
sky,feeling of openness,increased movement,positive,201312_114.30610550000002_22.6990579.png
pathways,clear direction,navigating space,neutral,201312_114.30610550000002_22.6990579.png
urban areas,constrained exploration,reduced movement,negative,201312_114.30610550000002_22.6990579.png
road,limited exploration,avoidance of area,negative,201312_114.30637782958321_22.763717356228167.png
barriers,feeling confined,restricted movement,negative,201312_114.30637782958321_22.763717356228167.png
fences,sense of isolation,lack of engagement,negative,201312_114.30637782958321_22.763717356228167.png
plots,lack of development,disinterest in exploration,negative,201312_114.30637782958321_22.763717356228167.png
activity,distraction from environment,avoidance of industrial areas,negative,201312_114.30637782958321_22.763717356228167.png
highway,sense of openness,limited exploration,negative,201312_114.3073455_22.674572200000004.png
greenery,sense of openness,encourages exploration,positive,201312_114.3073455_22.674572200000004.png
hills,sense of openness,encourages exploration,positive,201312_114.3073455_22.674572200000004.png
highway,sense of spaciousness,perception of exploration,positive,201312_114.3078142_22.745294399999995.png
landscape,feeling of openness,moving beyond immediate surroundings,positive,201312_114.3078142_22.745294399999995.png
road,sense of spaciousness,perception of exploration,positive,201312_114.3078142_22.745294399999995.png
backdrop,feeling of openness,moving beyond immediate surroundings,positive,201312_114.3078142_22.745294399999995.png
street,sense of exploration,follow the road,positive,201312_114.3078453_22.770198800000003.png
buildings,feeling of depth,movement and discovery,positive,201312_114.3078453_22.770198800000003.png
road,openness,explore further,positive,201312_114.3078453_22.770198800000003.png
urban setting,sense of boundaries,hesitation to explore,negative,201312_114.3078453_22.770198800000003.png
road,sense of depth,exploration,positive,201312_114.30882777640898_22.732776127722143.png
guardrails,limited possibilities,restricted movement,negative,201312_114.30882777640898_22.732776127722143.png
vegetation,defined surroundings,pathway focus,neutral,201312_114.30882777640898_22.732776127722143.png
buildings,constrained space,less exploration,negative,201312_114.30882777640898_22.732776127722143.png
highway,path-like feeling,limited movement,negative,201312_114.30882777640898_22.732776127722143.png
roads,sense of openness,exploration,positive,201312_114.3081115_22.7803939.png
sky,vastness,discovery,positive,201312_114.3081115_22.7803939.png
cityscape,potential for exploration,travel,positive,201312_114.3081115_22.7803939.png
road,suggests movement,encourages exploration,positive,201312_114.30909598501461_22.730988309983697.png
barrier,feels restrictive,limits exploration,negative,201312_114.30909598501461_22.730988309983697.png
pathways,creates confusion,discourages walking,negative,201312_114.30909598501461_22.730988309983697.png
landscape,induces monotony,reduces mental wandering,negative,201312_114.30909598501461_22.730988309983697.png
road,restricted feeling of exploration,limited exploration,negative,201312_114.31085900000001_22.689298199999996.png
construction,restricted feeling of freedom,avoidance of areas,negative,201312_114.31085900000001_22.689298199999996.png
areas,limited accessibility to nature,reduced outdoor activities,negative,201312_114.31085900000001_22.689298199999996.png
road,sense of onward movement,journeying forward,positive,201312_114.30829269569529_22.736351932211612.png
hills,perception of breadth,exploring surroundings,positive,201312_114.30829269569529_22.736351932211612.png
highway,sense of progression,following a fixed path,neutral,201312_114.30829269569529_22.736351932211612.png
barriers,limited feeling of exploration,restricted movement,negative,201312_114.30829269569529_22.736351932211612.png
roads,limited exploration,restricted movement,negative,201312_114.3102506058095_22.683110612437336.png
fences,sense of boundaries,discouraged exploration,negative,201312_114.3102506058095_22.683110612437336.png
buildings,restricted open space,limited freedom,negative,201312_114.3102506058095_22.683110612437336.png
road,sense of distance,limited exploration,negative,201312_114.3115919864939_22.782113155236605.png
buildings,lack of movement options,restricted travel,negative,201312_114.3115919864939_22.782113155236605.png
overpass,sense of confinement,minimal engagement,negative,201312_114.3115919864939_22.782113155236605.png
road,moderate exploration,movement and discovery,positive,201312_114.31306709138376_22.68430250803886.png
paths,sense of direction,exploration,positive,201312_114.31306709138376_22.68430250803886.png
environment,implied possibilities,engagement,positive,201312_114.31306709138376_22.68430250803886.png
highway,sense of confinement,limited exploration,negative,201312_114.31406450584258_22.754072290303167.png
natural areas,lack of accessibility,reduced movement,negative,201312_114.31406450584258_22.754072290303167.png
road,sense of exploration,movement in multiple directions,positive,201312_114.3141215_22.79020119999999.png
greenery,sense of spaciousness,enhanced comfort,positive,201312_114.3141215_22.79020119999999.png
buildings,urban familiarity,engagement with surroundings,neutral,201312_114.3141215_22.79020119999999.png
road,limited exploration,restricted movement,negative,201312_114.3155155_22.763827.png
built environment,defined thoroughfare,direct travel,neutral,201312_114.3155155_22.763827.png
street,limited openness,exploration,negative,201312_114.3182645830684_22.724908281132695.png
buildings,sense of boundaries,restricted movement,negative,201312_114.3182645830684_22.724908281132695.png
