spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id
vehicles,monotony,reduced interaction,negative,201709_114.0707516_22.619814200000004.png
pedestrians,isolation,avoidance of social interaction,negative,201709_114.0707516_22.619814200000004.png
trees,sense of interest,exploration,positive,201709_114.0715639_22.5858708.png
walkways,functional environment,utilitarian use,neutral,201709_114.0715639_22.5858708.png
traffic,distracted focus,avoidance,negative,201709_114.0715639_22.5858708.png
construction,lack of fascination,disengagement,negative,201709_114.0715639_22.5858708.png
greenery,sense of wonder,exploration,positive,201709_114.0756785_22.621517099999995.png
paths,feeling of discovery,walking,positive,201709_114.0756785_22.621517099999995.png
water,visual interest,lingering,positive,201709_114.0756785_22.621517099999995.png
signs,integration,navigation,neutral,201709_114.0756785_22.621517099999995.png
booth,subtle presence,information seeking,neutral,201709_114.0756785_22.621517099999995.png
greenery,pleasant visual experience,capture attention,positive,201709_114.0759565_22.641131100000003.png
buildings,moderate level of fascination,prevent boredom,positive,201709_114.0759565_22.641131100000003.png
roads,dynamic environment,engage with surroundings,positive,201709_114.0759565_22.641131100000003.png
cranes,sense of activity,explore development,positive,201709_114.0759565_22.641131100000003.png
sky,uplifting mood,enjoy outdoor spaces,positive,201709_114.0759565_22.641131100000003.png
greenery,captured attention,engagement with space,positive,201709_114.0735486_22.645347300000005.png
road,limited engagement,boredom,negative,201709_114.0735486_22.645347300000005.png
traffic signs,functional focus,reduced exploration,negative,201709_114.0735486_22.645347300000005.png
utility structures,visual complexity,functional navigation,neutral,201709_114.0735486_22.645347300000005.png
containers,moderate fascination,curiosity about surroundings,neutral,201709_114.0771623_22.645235100000004.png
trucks,visual interest,engagement with environment,positive,201709_114.0771623_22.645235100000004.png
buildings,limited captivation,disinterest in space,negative,201709_114.0771623_22.645235100000004.png
sky,enhanced appeal,appreciation of aesthetics,positive,201709_114.0771623_22.645235100000004.png
greenery,some visual interest,engagement,positive,201709_114.0776843_22.697828799999996.png
buildings,mundane impression,boredom,negative,201709_114.0776843_22.697828799999996.png
cars,lack of captivating elements,distraction,negative,201709_114.0776843_22.697828799999996.png
environment,not dynamic or engaging,disinterest,negative,201709_114.0776843_22.697828799999996.png
trees,touch of nature,appreciate surroundings,positive,201709_114.0794414_22.701349300000004.png
buildings,functional urban environment,navigate space,neutral,201709_114.0794414_22.701349300000004.png
vehicles,busy atmosphere,move through area,neutral,201709_114.0794414_22.701349300000004.png
pedestrians,social interaction,engage with others,positive,201709_114.0794414_22.701349300000004.png
greenery,visually engaging,increased interest,positive,201709_114.0793126_22.562718900000004.png
booth,pleasant environment,social interaction,positive,201709_114.0793126_22.562718900000004.png
plaza,inviting space,gathering,positive,201709_114.0793126_22.562718900000004.png
features,lack of fascination,boredom,negative,201709_114.0793126_22.562718900000004.png
trees,moderate interest,exploration,neutral,201709_114.0796603_22.647957800000004.png
buildings,routine familiarity,passive observation,negative,201709_114.0796603_22.647957800000004.png
cars,lack of engagement,minimal interaction,negative,201709_114.0796603_22.647957800000004.png
crossings,moderate attention,cautious navigation,neutral,201709_114.0796603_22.647957800000004.png
site,lack of interest,boredom,negative,201709_114.07971477593887_22.71126202345593.png
materials,distraction,disengagement,negative,201709_114.07971477593887_22.71126202345593.png
vehicles,chaos,avoidance,negative,201709_114.07971477593887_22.71126202345593.png
fences,obstruction,disinterest,negative,201709_114.07971477593887_22.71126202345593.png
trees,sense of engagement,increased interaction,positive,201709_114.08421288491131_22.647854636615133.png
greenery,visual interest,curiosity,positive,201709_114.08421288491131_22.647854636615133.png
buildings,limited fascination,reduced exploration,negative,201709_114.08421288491131_22.647854636615133.png
vehicles,sense of activity,increased movement,positive,201709_114.08421288491131_22.647854636615133.png
urban setting,lack of captivating details,disengagement,negative,201709_114.08421288491131_22.647854636615133.png
truck,visual interest,engagement,positive,201709_114.08605403251362_22.64994922406397.png
trees,contrast appreciation,exploration,positive,201709_114.08605403251362_22.64994922406397.png
buildings,repetitiveness,disengagement,negative,201709_114.08605403251362_22.64994922406397.png
traffic,overwhelm,avoidance,negative,201709_114.08605403251362_22.64994922406397.png
street,low fascination,lack of engagement,negative,201709_114.0861318_22.6481459.png
buildings,monotonous experience,disinterest,negative,201709_114.0861318_22.6481459.png
cars,limited interest,avoidance of exploration,negative,201709_114.0861318_22.6481459.png
elements,lack of intrigue,failure to attract attention,negative,201709_114.0861318_22.6481459.png
trees,limited engagement,lack of exploration,negative,201709_114.0864595_22.6430561.png
buildings,monotonous environment,disinterest,negative,201709_114.0864595_22.6430561.png
vehicles,industrial feel,reduced curiosity,negative,201709_114.0864595_22.6430561.png
greenery,slight relief,brief attention,positive,201709_114.0864595_22.6430561.png
building,moderate fascination,mild engagement,positive,201709_114.0871723_22.5609009.png
stadium,visual interest,mild engagement,positive,201709_114.0871723_22.5609009.png
pedestrians,mild engagement,interaction,positive,201709_114.0871723_22.5609009.png
vehicles,mild engagement,movement observation,positive,201709_114.0871723_22.5609009.png
areas,limited fascination,functional use,negative,201709_114.0871723_22.5609009.png
infrastructure,functional perception,transit,negative,201709_114.0871723_22.5609009.png
architecture,limited curiosity,lack of exploration,negative,201709_114.08609958800685_22.54267965139848.png
signage,some visual interest,mild observation,neutral,201709_114.08609958800685_22.54267965139848.png
activity,varied engagement,occasional interaction,positive,201709_114.08609958800685_22.54267965139848.png
elements,monotonous environment,reduced curiosity,negative,201709_114.08609958800685_22.54267965139848.png
greenery,moderate fascination,exploration,neutral,201709_114.0895652_22.672388600000005.png
road,visual appeal,walking,positive,201709_114.0895652_22.672388600000005.png
fields,some interest,engagement,neutral,201709_114.0895652_22.672388600000005.png
fence,visual interest,observation,positive,201709_114.0895652_22.672388600000005.png
road,lack of fascination,prevent boredom,negative,201709_114.09394871171243_22.64708706936366.png
nature,minimal interest,ignore surroundings,negative,201709_114.09394871171243_22.64708706936366.png
buildings,dullness,avoid engagement,negative,201709_114.09394871171243_22.64708706936366.png
gas station,lack of fascination,difficulty in engaging,negative,201709_114.0892075_22.703675100000005.png
buildings,limited visual interest,minimal attention drawn,negative,201709_114.0892075_22.703675100000005.png
greenery,not captivating,fails to alleviate boredom,negative,201709_114.0892075_22.703675100000005.png
cars,functional but uninteresting,no engagement,negative,201709_114.0892075_22.703675100000005.png
fuel pumps,utility over intrigue,lack of attention,negative,201709_114.0892075_22.703675100000005.png
rocks,moderate fascination,draw attention,neutral,201709_114.08944130000002_22.6905944.png
greenery,interest in textures,explore landscape,positive,201709_114.08944130000002_22.6905944.png
debris,limited appeal,ease of boredom,negative,201709_114.08944130000002_22.6905944.png
fencing,contrast awareness,reflect on environment,neutral,201709_114.08944130000002_22.6905944.png
streets,high fascination,engagement with surroundings,positive,201709_114.0945183_22.566247199999996.png
architecture,captured attention,exploration of space,positive,201709_114.0945183_22.566247199999996.png
trees,sense of calm,seeking relaxation,positive,201709_114.0945183_22.566247199999996.png
activity,stimulated interest,social interaction,positive,201709_114.0945183_22.566247199999996.png
buildings,moderate visual interest,short attention span,neutral,201709_114.0946047_22.6365959.png
sky,pleasant atmosphere,increased comfort,positive,201709_114.0946047_22.6365959.png
traffic,limited fascination,distraction,negative,201709_114.0946047_22.6365959.png
greenery,typical urban features,minimal engagement,neutral,201709_114.0946047_22.6365959.png
greenery,limited fascination,difficult to feel captivated,negative,201709_114.0961759_22.659533099999997.png
structures,utilitarian impression,lack of sustained attention,negative,201709_114.0961759_22.659533099999997.png
greenery,limited fascination,escape boredom,negative,201709_114.0970581_22.647448799999996.png
buildings,utilitarian environment,lack of engagement,negative,201709_114.0970581_22.647448799999996.png
cars,lack of interest,fail to capture attention,negative,201709_114.0970581_22.647448799999996.png
residential,uninteresting elements,sustained attention difficulty,negative,201709_114.0970581_22.647448799999996.png
